transaction_id,user_id,date,merchant,amount,category_detail,category_primary,payment_method,payment_media,day_of_week,month,is_weekend,day,week,time_of_day,spending_level,log_amount,rolling_7d_spending,transaction_count,spike
TXN007997,USR005,2024-03-31 21:28:40,Skill Academy,249000.0,education,Wants,Transfer,Gopay,Sunday,3,True,31,13,Malam,high,12.425212191503038,2626500.0,1,False
TXN000268,USR046,2024-04-01 00:58:55,Matahari,417000.0,shopping,Wants,Debit,BCA,Monday,4,False,1,14,Malam,high,12.940843898859598,2813500.0,1,False
TXN007113,USR046,2024-04-01 01:22:19,Celebrity Fitness,510000.0,health,Needs,QRIS,DANA,Monday,4,False,1,14,Malam,high,13.1421679654829,3210000.0,1,False
TXN006310,USR042,2024-04-01 01:24:26,Maxim,54000.0,transport,Needs,QRIS,LinkAja,Monday,4,False,1,14,Malam,medium,10.896757843893464,3052000.0,1,False
TXN007906,USR020,2024-04-01 03:00:56,Damri,17500.0,transport,Needs,Cash,Cash,Monday,4,False,1,14,Malam,low,9.770013301136158,2876000.0,1,False
TXN009796,USR044,2024-04-01 03:33:02,BPJS Kesehatan,93500.0,utilities,Needs,Cash,Cash,Monday,4,False,1,14,Malam,medium,11.44572741040675,2700500.0,1,False
TXN000110,USR029,2024-04-01 03:49:41,Grab,22000.0,transport,Needs,Debit,Mandiri,Monday,4,False,1,14,Malam,low,9.99884318585288,1363000.0,1,False
TXN000736,USR035,2024-04-01 05:02:28,Deposito BCA,114000.0,investment,Investment,QRIS,LinkAja,Monday,4,False,1,14,Pagi,medium,11.643962499267984,1228000.0,1,False
TXN000421,USR016,2024-04-01 05:49:54,Pluang,1904000.0,investment,Investment,Credit Card,BCA,Monday,4,False,1,14,Pagi,high,14.459468019543394,2715000.0,1,True
TXN003280,USR070,2024-04-01 13:56:15,MyXL,88000.0,utilities,Needs,QRIS,BRI,Monday,4,False,1,14,Siang,medium,11.385103457032141,2293000.0,1,False
TXN009288,USR052,2024-04-01 14:22:47,Adidas,119000.0,shopping,Wants,Credit Card,BCA,Monday,4,False,1,14,Siang,medium,11.686887175419702,2358000.0,1,False
TXN000120,USR057,2024-04-01 15:28:08,MyXL,320000.0,utilities,Needs,Credit Card,Standard Chartered,Monday,4,False,1,14,Siang,high,12.676079399771027,2660500.0,1,False
TXN009148,USR015,2024-04-01 16:57:16,PLN Mobile,357000.0,utilities,Needs,Transfer,Jenius,Monday,4,False,1,14,Siang,high,12.785493861878301,2924000.0,1,False
TXN002082,USR068,2024-04-01 17:07:00,Lawson,62500.0,groceries,Needs,Debit,BRI,Monday,4,False,1,14,Sore,medium,11.042937835596494,2964500.0,1,False
TXN003353,USR069,2024-04-01 18:48:53,Parkir Mall,67000.0,transport,Needs,QRIS,Gopay,Monday,4,False,1,14,Sore,medium,11.112462823634855,2917500.0,1,False
TXN004505,USR068,2024-04-01 19:00:05,Damri,31500.0,transport,Needs,QRIS,DANA,Monday,4,False,1,14,Sore,low,10.357774570341576,1045000.0,1,False
TXN003393,USR019,2024-04-01 21:55:33,Innisfree,93500.0,self_care,Wants,Transfer,BNI,Monday,4,False,1,14,Malam,medium,11.44572741040675,1050500.0,1,False
TXN006614,USR063,2024-04-02 02:14:02,Tokocrypto,1142500.0,investment,Investment,Debit,BCA,Tuesday,4,False,2,14,Malam,high,13.948730277023637,2074000.0,1,True
TXN003663,USR056,2024-04-02 03:46:50,Parkir Mall,32000.0,transport,Needs,Cash,Cash,Tuesday,4,False,2,14,Malam,low,10.373522431293592,1786000.0,1,False
TXN005407,USR070,2024-04-02 08:51:16,Skill Academy,393500.0,education,Wants,Credit Card,BNI,Tuesday,4,False,2,14,Pagi,high,12.882838888132428,1822500.0,1,False
TXN007079,USR007,2024-04-02 09:14:00,IndiHome,297000.0,utilities,Needs,Debit,Mandiri,Tuesday,4,False,2,14,Pagi,high,12.601490784782536,2057000.0,1,False
TXN007812,USR006,2024-04-02 11:06:57,Apotek K24,507000.0,health,Needs,Credit Card,BRI,Tuesday,4,False,2,14,Pagi,high,13.136268254957963,2497000.0,1,False
TXN001025,USR055,2024-04-02 16:43:24,Nail Studio,486500.0,self_care,Wants,Credit Card,Mandiri,Tuesday,4,False,2,14,Siang,high,13.094994236104542,2952000.0,1,False
TXN002182,USR013,2024-04-02 19:38:20,Indomaret,51500.0,groceries,Needs,Debit,BNI,Tuesday,4,False,2,14,Sore,medium,10.849356503939038,2910000.0,1,False
TXN000938,USR059,2024-04-03 01:19:17,Shopee,409000.0,shopping,Wants,QRIS,ShopeePay,Wednesday,4,False,3,14,Malam,high,12.921472880009725,2176500.0,1,False
TXN001197,USR016,2024-04-03 01:33:10,Pluang,1293000.0,investment,Investment,Cash,Cash,Wednesday,4,False,3,14,Malam,high,14.0724764311489,3437500.0,1,True
TXN003411,USR062,2024-04-03 02:02:00,Zenius,487500.0,education,Wants,Debit,BRI,Wednesday,4,False,3,14,Malam,high,13.097047620699986,3531500.0,1,False
TXN000193,USR066,2024-04-03 06:21:15,Alodokter,597500.0,health,Needs,QRIS,BRI,Wednesday,4,False,3,14,Pagi,high,13.30051123642657,3832000.0,1,False
TXN002097,USR048,2024-04-03 06:58:23,Emina Cosmetics,353500.0,self_care,Wants,Cash,Cash,Wednesday,4,False,3,14,Pagi,high,12.775641593169077,3678500.0,1,False
TXN008471,USR031,2024-04-03 11:05:50,OYO,1180500.0,travel,Wants,Transfer,BCA,Wednesday,4,False,3,14,Pagi,high,13.981449482606033,4372500.0,1,True
TXN007890,USR025,2024-04-03 12:52:04,Aston Hotel,199000.0,travel,Wants,Transfer,DANA,Wednesday,4,False,3,14,Siang,medium,12.201065128819632,4520000.0,1,False
TXN001838,USR031,2024-04-03 13:18:16,IndiHome,37500.0,utilities,Needs,Transfer,Mandiri,Wednesday,4,False,3,14,Siang,low,10.53212287826962,4148500.0,1,False
TXN008883,USR067,2024-04-03 16:05:48,Ranch Market,305500.0,groceries,Needs,QRIS,LinkAja,Wednesday,4,False,3,14,Siang,high,12.629708330910852,3161000.0,1,False
TXN000398,USR056,2024-04-03 16:22:06,Maxim,51000.0,transport,Needs,QRIS,Mandiri,Wednesday,4,False,3,14,Siang,medium,10.839600519357369,2724500.0,1,False
TXN008076,USR033,2024-04-03 16:22:45,YouTube Premium,116500.0,entertainment,Wants,Transfer,BCA,Wednesday,4,False,3,14,Siang,medium,11.665655135642039,2243500.0,1,False
TXN001898,USR055,2024-04-03 17:58:07,Smartfren,387000.0,utilities,Needs,Debit,Mandiri,Wednesday,4,False,3,14,Sore,high,12.866182555987908,2277000.0,1,False
TXN004783,USR045,2024-04-03 18:16:25,RedDoorz,1684000.0,travel,Wants,Debit,BRI,Wednesday,4,False,3,14,Sore,high,14.33668306760846,2780500.0,1,True
TXN005860,USR062,2024-04-03 19:28:08,Circle K,173500.0,groceries,Needs,Transfer,BRI,Wednesday,4,False,3,14,Sore,medium,12.063938642041201,2755000.0,1,False
TXN009164,USR024,2024-04-03 19:55:49,Cult Fitness,48000.0,health,Needs,Debit,BNI,Wednesday,4,False,3,14,Sore,low,10.778977123006351,2765500.0,1,False
TXN000499,USR033,2024-04-03 22:11:21,FamilyMart,140000.0,groceries,Needs,Debit,BNI,Wednesday,4,False,3,14,Malam,medium,11.849404844423074,2600000.0,1,False
TXN003243,USR048,2024-04-04 00:55:30,Luxcrime,216500.0,self_care,Wants,QRIS,Mandiri,Thursday,4,False,4,14,Malam,high,12.285350445351659,2765500.0,1,False
TXN005916,USR072,2024-04-04 02:07:40,XXI Cinema,178000.0,entertainment,Wants,Transfer,Mandiri,Thursday,4,False,4,14,Malam,medium,12.08954444723597,2827000.0,1,False
TXN003890,USR003,2024-04-04 03:00:47,Traveloka,1794000.0,travel,Wants,Credit Card,CIMB Niaga,Thursday,4,False,4,14,Malam,high,14.399958879014324,4234000.0,1,True
TXN001395,USR015,2024-04-04 03:04:00,Skill Academy,20000.0,education,Wants,Transfer,OVO,Thursday,4,False,4,14,Malam,low,9.90353755128617,2570000.0,1,False
TXN004760,USR022,2024-04-04 03:04:08,FamilyMart,240500.0,groceries,Needs,QRIS,Gopay,Thursday,4,False,4,14,Malam,high,12.390479526523466,2637000.0,1,False
TXN009440,USR008,2024-04-04 04:34:34,Aston Hotel,973000.0,travel,Wants,Cash,Cash,Thursday,4,False,4,14,Malam,high,13.788140388916844,3562000.0,1,False
TXN009487,USR014,2024-04-04 07:48:46,Kopi Kenangan,15000.0,food,Needs,QRIS,Mandiri,Thursday,4,False,4,14,Pagi,low,9.61587214452889,3437000.0,1,False
TXN008441,USR020,2024-04-04 08:10:54,Scarlett Whitening,390500.0,self_care,Wants,Credit Card,BCA,Thursday,4,False,4,14,Pagi,high,12.875185809078062,3611000.0,1,False
TXN010005,USR036,2024-04-04 08:11:47,Shopee,335000.0,shopping,Wants,Debit,CIMB Niaga,Thursday,4,False,4,14,Pagi,high,12.721888795877375,3768000.0,1,False
TXN007151,USR030,2024-04-04 09:45:29,Shopee,107500.0,shopping,Wants,Cash,Cash,Thursday,4,False,4,14,Pagi,medium,11.58525542883217,2081500.0,1,False
TXN007770,USR030,2024-04-04 09:47:44,Maxim,27000.0,transport,Needs,Cash,Cash,Thursday,4,False,4,14,Pagi,low,10.203629181337648,2088500.0,1,False
TXN003569,USR069,2024-04-04 11:23:24,Indomaret Point,147000.0,groceries,Needs,Credit Card,Mandiri,Thursday,4,False,4,14,Pagi,medium,11.898194668458823,1995000.0,1,False
TXN003205,USR058,2024-04-04 13:44:31,PLN Mobile,58000.0,utilities,Needs,Transfer,ShopeePay,Thursday,4,False,4,14,Siang,medium,10.968215530759236,1080000.0,1,False
TXN002991,USR009,2024-04-04 15:26:49,Sociolla,492000.0,self_care,Wants,Transfer,Jenius,Thursday,4,False,4,14,Siang,high,13.106236027992704,1557000.0,1,False
TXN004049,USR022,2024-04-04 15:38:01,Vivo Gas Station,54000.0,transport,Needs,QRIS,DANA,Thursday,4,False,4,14,Siang,medium,10.896757843893464,1220500.0,1,False
TXN003177,USR043,2024-04-04 21:32:08,Superindo,231000.0,groceries,Needs,QRIS,BCA,Thursday,4,False,4,14,Malam,high,12.35017731849889,1116500.0,1,False
TXN009917,USR044,2024-04-05 05:03:19,Apotek K24,232000.0,health,Needs,Debit,BNI,Friday,4,False,5,14,Pagi,high,12.354496960983985,1241000.0,1,False
TXN006650,USR067,2024-04-05 15:15:12,Pluang,459500.0,investment,Investment,Transfer,CIMB Niaga,Friday,4,False,5,14,Siang,high,13.037896397054075,1673500.0,1,False
TXN006958,USR048,2024-04-05 16:13:34,Hypermart,38500.0,groceries,Needs,QRIS,DANA,Friday,4,False,5,14,Siang,low,10.55843949396453,1565000.0,1,False
TXN000803,USR010,2024-04-05 16:44:42,Ventela,1141500.0,shopping,Wants,QRIS,ShopeePay,Friday,4,False,5,14,Siang,high,13.947854620991901,2648500.0,1,True
TXN006998,USR030,2024-04-05 18:15:48,Notion Pro,125500.0,education,Wants,QRIS,BCA,Friday,4,False,5,14,Sore,medium,11.74006900564972,2282000.0,1,False
TXN001056,USR041,2024-04-05 20:04:12,Uniqlo,909000.0,shopping,Wants,Debit,BRI,Friday,4,False,5,14,Malam,high,13.720101473269022,3137000.0,1,False
TXN009256,USR075,2024-04-05 20:46:24,Lotte Mart,313000.0,groceries,Needs,Debit,BRI,Friday,4,False,5,14,Malam,high,12.653961664405365,3219000.0,1,False
TXN000879,USR018,2024-04-05 20:50:28,Emina Cosmetics,101500.0,self_care,Wants,Transfer,BSI,Friday,4,False,5,14,Malam,medium,11.527823929632195,3088500.0,1,False
TXN006552,USR073,2024-04-05 21:46:43,Lotte Mart,109500.0,groceries,Needs,Transfer,LinkAja,Friday,4,False,5,14,Malam,medium,11.603688960617083,2738500.0,1,False
TXN003794,USR004,2024-04-05 21:50:36,IndiHome,311000.0,utilities,Needs,Transfer,LinkAja,Friday,4,False,5,14,Malam,high,12.647551406590285,3011000.0,1,False
TXN002551,USR051,2024-04-05 23:00:48,Dominos Pizza,65000.0,food,Needs,Credit Card,CIMB Niaga,Friday,4,False,5,14,Malam,medium,11.082157933374816,1934500.0,1,False
TXN000054,USR074,2024-04-06 02:40:02,Roblox,101500.0,entertainment,Wants,QRIS,Mandiri,Saturday,4,True,6,14,Malam,medium,11.527823929632195,1910500.0,1,False
TXN000140,USR010,2024-04-06 04:05:21,Dufan,193000.0,entertainment,Wants,Transfer,ShopeePay,Saturday,4,True,6,14,Malam,medium,12.170450649220749,1194500.0,1,False
TXN003718,USR033,2024-04-06 05:34:19,Circle K,59500.0,groceries,Needs,QRIS,ShopeePay,Saturday,4,True,6,14,Pagi,medium,10.993748398115178,941000.0,1,False
TXN004287,USR021,2024-04-06 07:14:37,MyXL,96500.0,utilities,Needs,Cash,Cash,Saturday,4,True,6,14,Pagi,medium,11.477308649967686,936000.0,1,False
TXN005482,USR027,2024-04-06 08:21:03,Tiket.com,184000.0,travel,Wants,Cash,Cash,Saturday,4,True,6,14,Pagi,medium,12.122696471358964,1010500.0,1,False
TXN006466,USR059,2024-04-06 09:43:08,MyTelkomsel,170000.0,utilities,Needs,Debit,Mandiri,Saturday,4,True,6,14,Pagi,medium,12.04355959836804,869500.0,1,False
TXN001839,USR001,2024-04-06 10:57:00,iCloud Storage,363500.0,utilities,Needs,Cash,Cash,Saturday,4,True,6,14,Pagi,high,12.803537326983564,1168000.0,1,False
TXN002569,USR011,2024-04-06 15:07:08,Xbox Game Pass,23000.0,entertainment,Wants,Transfer,BSI,Saturday,4,True,6,14,Siang,low,10.043292972227004,1089500.0,1,False
TXN006232,USR072,2024-04-06 15:49:58,Total Parco,64000.0,transport,Needs,QRIS,DANA,Saturday,4,True,6,14,Siang,medium,11.06665398721974,960500.0,1,False
TXN008598,USR059,2024-04-06 18:24:07,Sport Station,100500.0,shopping,Wants,Transfer,LinkAja,Saturday,4,True,6,14,Sore,medium,11.51792295668052,1001500.0,1,False
TXN002340,USR033,2024-04-06 18:24:40,Pluang,1766500.0,investment,Investment,Cash,Cash,Saturday,4,True,6,14,Sore,high,14.384511311872318,2671500.0,1,True
TXN008255,USR050,2024-04-06 19:04:33,Barbershop,312500.0,self_care,Wants,Debit,BSI,Saturday,4,True,6,14,Sore,high,12.652362948153474,2800000.0,1,False
TXN009958,USR041,2024-04-06 19:05:47,Google One Storage,47000.0,education,Wants,Transfer,Mandiri,Saturday,4,True,6,14,Sore,low,10.757924157061597,2677000.0,1,False
TXN009399,USR042,2024-04-06 19:52:37,Watson,588500.0,health,Needs,Debit,CIMB Niaga,Saturday,4,True,6,14,Sore,high,13.285333904916369,2902000.0,1,False
TXN001779,USR037,2024-04-06 21:15:06,Udemy,201000.0,education,Wants,QRIS,ShopeePay,Saturday,4,True,6,14,Malam,high,12.211065162153215,3080000.0,1,False
TXN000661,USR019,2024-04-06 22:00:07,Canva Pro,25500.0,education,Wants,Debit,BRI,Saturday,4,True,6,14,Malam,low,10.146472946063877,3041500.0,1,False
TXN009074,USR019,2024-04-06 23:55:56,Gorengan,58000.0,food,Needs,QRIS,ShopeePay,Saturday,4,True,6,14,Malam,medium,10.968215530759236,2999000.0,1,False
TXN007883,USR060,2024-04-07 01:44:34,Watson,433000.0,health,Needs,Credit Card,Mandiri,Sunday,4,True,7,14,Malam,high,12.978495316450783,1665500.0,1,False
TXN002749,USR070,2024-04-07 02:54:07,Skintific,479500.0,self_care,Wants,Debit,BSI,Sunday,4,True,7,14,Malam,high,13.080501258809191,1832500.0,1,False
TXN003052,USR019,2024-04-07 05:33:17,Halodoc,336500.0,health,Needs,QRIS,Mandiri,Sunday,4,True,7,14,Pagi,high,12.726356399830706,2122000.0,1,False
TXN009755,USR057,2024-04-07 08:15:17,Airbnb,838500.0,travel,Wants,Credit Card,CIMB Niaga,Sunday,4,True,7,14,Pagi,high,13.639371052850533,2372000.0,1,False
TXN006384,USR040,2024-04-07 08:20:20,Free Fire,43000.0,entertainment,Wants,Transfer,BSI,Sunday,4,True,7,14,Pagi,low,10.668978650219241,2214000.0,1,False
TXN002474,USR045,2024-04-07 10:48:20,OYO,277000.0,travel,Wants,Credit Card,BCA,Sunday,4,True,7,14,Pagi,high,12.531776395271262,2465500.0,1,False
TXN002891,USR061,2024-04-07 14:21:15,OYO,780500.0,travel,Wants,Credit Card,BCA,Sunday,4,True,7,14,Siang,high,13.567691300166784,3188000.0,1,False
TXN006035,USR021,2024-04-07 22:27:07,Booking.com,1061000.0,travel,Wants,Debit,BCA,Sunday,4,True,7,14,Malam,high,13.874723360102745,3816000.0,1,False
TXN002929,USR025,2024-04-08 03:31:40,Adobe Creative Cloud,73000.0,education,Wants,QRIS,BCA,Monday,4,False,8,15,Malam,medium,11.19822841866684,3409500.0,1,False
TXN003685,USR027,2024-04-08 03:46:09,Santika Hotel,1164500.0,travel,Wants,QRIS,Gopay,Monday,4,False,8,15,Malam,high,13.96780322704382,4237500.0,1,True
TXN004323,USR050,2024-04-08 07:43:34,Lotte Mart,228500.0,groceries,Needs,QRIS,Mandiri,Monday,4,False,8,15,Pagi,high,12.339295865674435,3627500.0,1,False
TXN007626,USR051,2024-04-08 09:09:00,Nike,141000.0,shopping,Wants,Credit Card,Standard Chartered,Monday,4,False,8,15,Pagi,medium,11.856522261533737,3725500.0,1,False
TXN001171,USR057,2024-04-08 16:22:19,IndiHome,252000.0,utilities,Needs,Transfer,OVO,Monday,4,False,8,15,Siang,high,12.437188334739655,3700500.0,1,False
TXN007084,USR008,2024-04-08 18:07:11,Smartfren,81000.0,utilities,Needs,Debit,Jenius,Monday,4,False,8,15,Sore,medium,11.302216779257382,3001000.0,1,False
TXN008949,USR010,2024-04-08 20:52:21,First Media,198000.0,utilities,Needs,Cash,Cash,Monday,4,False,8,15,Malam,medium,12.19602736016897,2138000.0,1,False
TXN001032,USR055,2024-04-08 20:56:04,Biznet,222500.0,utilities,Needs,Credit Card,Standard Chartered,Monday,4,False,8,15,Malam,high,12.312686874960354,2287500.0,1,False
TXN000124,USR008,2024-04-08 21:33:16,Pepper Lunch,102500.0,food,Needs,Cash,Cash,Monday,4,False,8,15,Malam,medium,11.537627833610571,1225500.0,1,False
TXN007163,USR044,2024-04-09 00:53:06,Deposito BCA,386500.0,investment,Investment,Debit,BTN,Tuesday,4,False,9,15,Malam,high,12.864889734328388,1383500.0,1,False
TXN003214,USR069,2024-04-09 00:56:55,Dunkin Donuts,71000.0,food,Needs,Cash,Cash,Tuesday,4,False,9,15,Malam,medium,11.170449240431308,1313500.0,1,False
TXN003973,USR069,2024-04-09 03:40:39,Wardah,238000.0,self_care,Wants,Credit Card,BCA,Tuesday,4,False,9,15,Malam,high,12.380030154325457,1299500.0,1,False
TXN002258,USR009,2024-04-09 06:34:04,Valorant,140000.0,entertainment,Wants,Transfer,Gopay,Tuesday,4,False,9,15,Pagi,medium,11.849404844423074,1358500.0,1,False
TXN006362,USR047,2024-04-09 06:35:03,PDAM,31500.0,utilities,Needs,QRIS,OVO,Tuesday,4,False,9,15,Pagi,low,10.357774570341576,1192000.0,1,False
TXN003682,USR055,2024-04-09 07:43:38,Nintendo eShop,98000.0,entertainment,Wants,Transfer,BCA,Tuesday,4,False,9,15,Pagi,medium,11.49273296168228,1067500.0,1,False
TXN007552,USR004,2024-04-09 11:13:34,Fit Hub,112000.0,health,Needs,Transfer,BCA,Tuesday,4,False,9,15,Pagi,medium,11.626263078808801,1077000.0,1,False
TXN001961,USR027,2024-04-09 12:19:59,MyPertamina,63500.0,transport,Needs,Debit,Mandiri,Tuesday,4,False,9,15,Siang,medium,11.05881093278828,754000.0,1,False
TXN001860,USR043,2024-04-09 15:30:44,Pull & Bear,238000.0,shopping,Wants,Credit Card,Citibank,Tuesday,4,False,9,15,Siang,high,12.380030154325457,921000.0,1,False
TXN008665,USR031,2024-04-09 16:04:08,Wardah,392000.0,self_care,Wants,Debit,Mandiri,Tuesday,4,False,9,15,Siang,high,12.879019669789754,1075000.0,1,False
TXN008121,USR064,2024-04-09 17:25:47,iPot,692500.0,investment,Investment,Transfer,Mandiri,Tuesday,4,False,9,15,Sore,high,13.44806496108591,1627500.0,1,False
TXN001539,USR025,2024-04-09 17:26:01,RS Siloam,412000.0,health,Needs,Credit Card,Citibank,Tuesday,4,False,9,15,Sore,high,12.928781055513184,2008000.0,1,False
TXN001976,USR018,2024-04-09 22:10:23,BPJS Kesehatan,384500.0,utilities,Needs,Debit,Jenius,Tuesday,4,False,9,15,Malam,high,12.859701668704687,2294500.0,1,False
TXN000747,USR013,2024-04-10 03:08:20,KRL Commuter,47000.0,transport,Needs,Credit Card,Citibank,Wednesday,4,False,10,15,Malam,low,10.757924157061597,2229500.0,1,False
TXN001110,USR053,2024-04-10 03:47:10,Biznet,118000.0,utilities,Needs,Transfer,ShopeePay,Wednesday,4,False,10,15,Malam,medium,11.678448377988165,2284000.0,1,False
TXN000141,USR045,2024-04-10 04:48:41,Tiket.com,482500.0,travel,Wants,Credit Card,Standard Chartered,Wednesday,4,False,10,15,Malam,high,13.08673827229789,2528500.0,1,False
TXN004655,USR046,2024-04-10 08:49:11,Tabungan BRI,970000.0,investment,Investment,Transfer,Jenius,Wednesday,4,False,10,15,Pagi,high,13.785052381406869,3106500.0,1,False
TXN006726,USR022,2024-04-10 10:06:20,YouTube Premium,104500.0,entertainment,Wants,QRIS,BCA,Wednesday,4,False,10,15,Pagi,medium,11.556951919719207,2518500.0,1,False
TXN008142,USR047,2024-04-10 10:44:08,KRL Commuter,69000.0,transport,Needs,QRIS,Mandiri,Wednesday,4,False,10,15,Pagi,medium,11.141876276228,2175500.0,1,False
TXN001286,USR074,2024-04-10 10:51:36,Zenius,264000.0,education,Wants,Debit,Jenius,Wednesday,4,False,10,15,Pagi,high,12.483708170000067,2055000.0,1,False
TXN002275,USR027,2024-04-10 11:50:19,Apotek K24,30500.0,health,Needs,Debit,BRI,Wednesday,4,False,10,15,Pagi,low,10.32551474894327,2038500.0,1,False
TXN000711,USR074,2024-04-10 16:37:00,Luxcrime,180000.0,self_care,Wants,Cash,Cash,Wednesday,4,False,10,15,Siang,medium,12.100717685412471,2100500.0,1,False
TXN003539,USR050,2024-04-10 17:57:42,Sport Station,817000.0,shopping,Wants,Credit Card,BNI,Wednesday,4,False,10,15,Sore,high,13.613395597831598,2435000.0,1,False
TXN005566,USR039,2024-04-10 20:22:27,Sociolla,58500.0,self_care,Wants,Debit,BSI,Wednesday,4,False,10,15,Malam,medium,10.97679912709094,1523500.0,1,False
TXN002455,USR047,2024-04-11 00:24:29,Bibit,922500.0,investment,Investment,Credit Card,BRI,Thursday,4,False,11,15,Malam,high,13.734843738907072,2341500.0,1,False
TXN007978,USR026,2024-04-11 01:13:18,Johnny Andrean,471000.0,self_care,Wants,Cash,Cash,Thursday,4,False,11,15,Malam,high,13.062615496138552,2743500.0,1,False
TXN001363,USR055,2024-04-11 03:14:17,Google One Storage,298000.0,education,Wants,Debit,BTN,Thursday,4,False,11,15,Malam,high,12.604852121186608,2777500.0,1,False
TXN007521,USR072,2024-04-11 03:15:11,MyXL,222500.0,utilities,Needs,Transfer,ShopeePay,Thursday,4,False,11,15,Malam,high,12.312686874960354,2969500.0,1,False
TXN000654,USR070,2024-04-11 05:49:46,Daiso,991000.0,shopping,Wants,Debit,BTN,Thursday,4,False,11,15,Pagi,high,13.80647082239335,3780500.0,1,False
TXN006527,USR028,2024-04-11 08:03:22,Warteg,65000.0,food,Needs,Cash,Cash,Thursday,4,False,11,15,Pagi,medium,11.082157933374816,3028500.0,1,False
TXN005558,USR018,2024-04-11 08:49:41,Indodax,313500.0,investment,Investment,Transfer,Mandiri,Thursday,4,False,11,15,Pagi,high,12.655557828842689,3283500.0,1,False
TXN009060,USR033,2024-04-11 09:10:26,Tiket.com,1681500.0,travel,Wants,Transfer,LinkAja,Thursday,4,False,11,15,Pagi,high,14.33519740486939,4042500.0,1,True
TXN007217,USR037,2024-04-11 10:31:16,Tokocrypto,1768500.0,investment,Investment,QRIS,Mandiri,Thursday,4,False,11,15,Pagi,high,14.38564285307846,5340000.0,1,True
TXN000523,USR056,2024-04-11 10:43:44,Dominos Pizza,36000.0,food,Needs,QRIS,BNI,Thursday,4,False,11,15,Pagi,low,10.491301994830229,5078000.0,1,False
TXN004583,USR001,2024-04-11 12:12:05,Apotek K24,459000.0,health,Needs,QRIS,OVO,Thursday,4,False,11,15,Siang,high,13.036807667689546,5314500.0,1,False
TXN007132,USR042,2024-04-11 16:33:18,PDAM,279000.0,utilities,Needs,Debit,BSI,Thursday,4,False,11,15,Siang,high,12.53897064502647,4602500.0,1,False
TXN000323,USR008,2024-04-11 16:41:45,Tabungan BRI,1489500.0,investment,Investment,Credit Card,BCA,Thursday,4,False,11,15,Siang,high,14.213951722501479,6027000.0,1,True
TXN003188,USR055,2024-04-11 20:32:31,Gorengan,46000.0,food,Needs,Cash,Cash,Thursday,4,False,11,15,Malam,low,10.736418414365374,5759500.0,1,False
TXN002593,USR037,2024-04-11 22:53:31,Watson,74000.0,health,Needs,Debit,BCA,Thursday,4,False,11,15,Malam,medium,11.211833885608513,4152000.0,1,False
TXN007278,USR053,2024-04-12 02:27:43,Luxcrime,480500.0,self_care,Wants,QRIS,BRI,Friday,4,False,12,15,Malam,high,13.082584588555772,2864000.0,1,False
TXN004051,USR014,2024-04-12 09:22:52,Nail Studio,132500.0,self_care,Wants,Transfer,BSI,Friday,4,False,12,15,Pagi,medium,11.794345471549745,2960500.0,1,False
TXN004173,USR040,2024-04-12 09:25:05,Santika Hotel,868000.0,travel,Wants,QRIS,Mandiri,Friday,4,False,12,15,Pagi,high,13.673948145715556,3369500.0,1,False
TXN004077,USR067,2024-04-12 10:41:18,Total Parco,70500.0,transport,Needs,QRIS,ShopeePay,Friday,4,False,12,15,Pagi,medium,11.163382173096926,3161000.0,1,False
TXN003161,USR073,2024-04-12 11:16:58,XXI Cinema,20000.0,entertainment,Wants,Transfer,OVO,Friday,4,False,12,15,Pagi,low,9.90353755128617,1691500.0,1,False
TXN005975,USR011,2024-04-12 11:34:56,Dunkin Donuts,99000.0,food,Needs,Debit,Mandiri,Friday,4,False,12,15,Pagi,medium,11.502885230075814,1744500.0,1,False
TXN000689,USR044,2024-04-12 12:10:05,J.CO Donuts,79500.0,food,Needs,QRIS,BCA,Friday,4,False,12,15,Siang,medium,11.283524879179666,1750000.0,1,False
TXN008021,USR065,2024-04-12 12:43:49,Dicoding,350500.0,education,Wants,Debit,BSI,Friday,4,False,12,15,Siang,high,12.767118838519758,1620000.0,1,False
TXN003586,USR041,2024-04-12 13:23:55,iPot,678500.0,investment,Investment,Transfer,ShopeePay,Friday,4,False,12,15,Siang,high,13.427641232095326,2166000.0,1,False
TXN007031,USR006,2024-04-12 19:21:48,Burger King,83500.0,food,Needs,Debit,BRI,Friday,4,False,12,15,Sore,medium,11.332613886815139,1381500.0,1,False
TXN009452,USR055,2024-04-12 19:49:07,Pintu Crypto,1412500.0,investment,Investment,Transfer,ShopeePay,Friday,4,False,12,15,Sore,high,14.160872449967083,2723500.0,1,True
TXN007243,USR024,2024-04-12 20:57:43,Traveloka,2149000.0,travel,Wants,Credit Card,BNI,Friday,4,False,12,15,Malam,high,14.580513640957252,4852500.0,1,True
TXN006111,USR053,2024-04-13 02:00:39,First Media,189500.0,utilities,Needs,QRIS,BRI,Saturday,4,True,13,15,Malam,medium,12.15214958053555,4943000.0,1,False
TXN004008,USR033,2024-04-13 04:38:43,PUBG Mobile,139000.0,entertainment,Wants,Transfer,Mandiri,Saturday,4,True,13,15,Malam,medium,11.842236406331555,5002500.0,1,False
TXN000892,USR053,2024-04-13 06:26:50,First Media,131500.0,utilities,Needs,QRIS,LinkAja,Saturday,4,True,13,15,Pagi,medium,11.78676973513378,4783500.0,1,False
